product_name,product_category,product_type,weight,fragility,fragility_score,current_material,cost_per_unit,co2_emission_kg,recyclability,biodegradability,durability,recommended_material,rec_co2,rec_cost,rec_recyclability,rec_biodegradability
charger box,Electronics,charger box,7796.3,high,3.0,Styrofoam (EPS),3.1976,26.7834,0.1053,0.0106,0.6415,Hemp Fiber,1.5593,26.5075,0.65,0.96
vitamin bottle,pharmaceuticals,vitamin bottle,80.5,medium,,Plastic (HDPE),0.0557,0.2858,0.8103,0.0512,0.8812,Glass,0.0966,0.1449,0.95,0.1
action figure box,Toys & Games,action figure box,,medium,2.0,Cardboard,180.63,111.52,0.9,0.7306,,Recycled Plastic,2.2834,1.2685,0.9,0.1
handbag packaging,Fashion & Apparel,handbag packaging,,medium,2.0,Wood,2.774,0.5657,0.7427,0.8054,0.846,Recycled Cardboard,0.5251,0.6301,0.92,0.82
FRUIT NET BAG,Fresh Produce,fruit net bag,2372.6,high,3.0,Kraft Paper,0.9201,1.7602,0.8443,0.8806,0.4323,Seaweed Film,0.1186,10.4395,0.45,0.98
baby toy packaging,Toys & Games,baby toy packaging,257.9,medium,2.0,Plastic (PET),0.1965,0.9604,0.7352,0.0552,0.7573,Bamboo,0.0774,0.8254,0.6,0.95
remote control toy box,Toys & Games,remote control toy box,2899.0,low,1.0,Plastic (PET),2.2371,11.275,0.6944,0.0497,0.7641,Recycled Plastic,5.2181,2.899,0.9,0.1
shirt packaging,Fashion & Apparel,shirt packaging,1290.5,medium,2.0,Cardboard,0.6686,1.1643,0.8639,0.8395,0.555,Recycled Cardboard,0.6453,0.7743,0.92,0.82
deodorant stick,Premium cosmetics,deodorant stick,493.0,medium,2.0,Glass,,0.603,0.8518,0.0996,0.8413,Recycled Aluminum,0.3944,1.1832,0.95,0.02
card game box,Toys & Games,card game box,2449.6,low,1.0,Cardboard,1.1761,2.278,0.8382,0.6959,0.5367,Recycled Plastic,4.4094,2.4496,0.9,0.1
Premium jeans packaging,Fashion & Apparel,jeans packaging,673.5,medium,,Plastic (PET),0.5295,2.5922,0.693,0.0508,0.7782,Bamboo,0.202,2.1552,0.6,0.95
Apple Tray,Fresh Produce,apple tray,475.2,medium,,Kraft Paper,0.183,0.3292,,0.8119,0.4389,Bioplastic (PLA),0.3802,1.3307,0.3,0.85
nail polish bottle,Cosmetics,nail polish bottle,433.4,medium,2.0,Aluminum,,3.3489,0.8375,0.0186,0.9163,Bioplastic (PLA),0.3467,1.2135,0.3,0.85
jewelry box,Fashion & Apparel,jewelry box,1274.6,medium,,Cardboard,,1.0927,0.7766,0.8127,0.5262,Kraft Paper,0.8922,0.5098,0.85,0.88
eye drops bottle,Pharmaceuticals,eye drops bottle,143.2,medium,2.0,Cardboard,0.0706,0.1393,0.95,0.7755,0.5462,Bioplastic (PLA),0.1145,0.4009,0.3,0.85
bandage box,pharmaceuticals (imported),bandage box,0.24 kg,high,3.0,Plastic (HDPE),0.1561,0.8868,0.7786,0.0499,,Bioplastic (PLA),0.1917,0.671,0.3,0.85
candle box (imported),Household,candle box,3777.6,medium,2.0,Cardboard,2.0496,3.4524,,0.8476,0.5656,Bioplastic (PLA),3.0221,10.5774,0.3,0.85
hard drive box,Electronics,hard drive box,,medium,2.0,Styrofoam (EPS),1.8766,14.0572,0.109,0.0113,0.6029,Recycled Cardboard,2.3347,2.8016,0.92,0.82
pesticide container,Agriculture,pesticide container,21191.9,low,,Cardboard,321.79,191.71,0.8204,0.7775,0.4929,Bioplastic (PLA),16.9535,59.3372,0.3,0.85
herb packaging,Fresh Produce,herb packaging,1453.7,high,3.0,Cardboard,0.7207,1.3015,,0.7936,0.5245,Bioplastic (PLA),1.163,4.0703,0.3,0.85
soil bag,Agriculture,soil bag,14323.9,,1.0,Kraft Paper,6.0057,,0.8491,0.8461,0.4101,Kraft Paper,10.0267,5.7296,0.85,0.88
vegetable clamshell,fresh produce (imported),vegetable clamshell,,medium,2.0,Cardboard,1.4057,2.3605,0.8302,0.7475,0.5204,Seaweed Film,0.1404,12.3568,0.45,0.98
face cream jar,Cosmetics,face cream jar,0.4 kg,high,3.0,Glass,0.6869,0.4843,,0.1013,0.9497,Recycled Aluminum,0.3197,0.9592,0.95,0.02
doll packaging,Toys & Games,doll packaging,759.5,medium,2.0,Cardboard,0.3395,0.6071,0.8533,0.7672,0.4744,Recycled Plastic,1.3671,0.7595,0.9,0.1
Industrial Tape Roll,Industrial,industrial tape roll,14439.7,medium,2.0,Plastic (HDPE),10.6025,54.9329,0.7532,,0.8147,Recycled Cardboard,7.2198,8.6638,0.92,0.82
beer btl,food & beverage - eco,beer bottle,1.075 kg,medium,,Cardboard,0.5057,,0.9207,0.7466,0.5451,Bioplastic (PLA),0.8603,3.0111,0.3,0.85
tool packaging,Industrial,tool packaging,18.023 kg,high,3.0,Wood,44.5196,9.0014,0.6823,0.8336,0.8732,Recycled Cardboard,9.0117,10.8141,0.92,0.82
bolt set packaging,Industrial,bolt set packaging,11.431 kg,low,1.0,Cardboard,5.4721,11.4589,0.9028,0.7302,0.5261,Recycled Aluminum,9.1451,27.4352,0.95,0.02
thermometer case (imported),Pharmaceuticals,thermometer case,,medium,2.0,Cardboard,461.01,107.19,0.8845,0.7556,0.5112,Recycled Cardboard,0.1148,0.1378,0.92,0.82
seed packet,Agriculture,seed packet,7696.7,low,1.0,Cardboard,3.4946,7.3022,0.9195,,0.5693,Bioplastic (PLA),6.1574,21.5508,0.3,0.85
handbag_packaging,Fashion & Apparel,handbag packaging,1206.4,low,1.0,Cardboard,0.5599,1.1097,0.8432,0.671,0.5108,Recycled Cardboard,0.6032,0.7238,0.92,0.82
USB cable box,Electronics,USB cable box,733.3,medium,2.0,cardboard,0.3926,0.6608,0.8765,0.767,0.5208,Hemp Fiber,0.1467,2.4934,0.65,0.96
injection packaging,Pharmaceuticals,injection packaging,0.052 kg,,3.0,Glass,0.0792,0.0585,0.9707,0.1045,0.7937,Recycled Cardboard,0.0258,0.0309,0.92,0.82
USB cable box,Electronics,USB cable box,7157.0,high,3.0,Cardboard,3.4648,6.4037,0.9565,0.738,0.6004,Bamboo,2.1471,22.9024,0.6,0.95
safety equipment box,Industrial,safety equipment box,6522.5,high,3.0,Steel (Tinplate),9.5972,20.9149,0.864,0.0209,0.9865,Recycled Cardboard,3.2612,3.9135,0.92,0.82
jeans packaging,Fashion & Apparel,jeans packaging,,low,1.0,Plastic (PET),0.2898,1.3562,0.6802,0.047,0.8325,Bamboo,0.1097,1.1701,0.6,0.95
hair spray can,Cosmetics,hair spray can,77.6,medium,2.0,Glass,0.1339,0.0905,0.9724,0.0972,,Recycled Aluminum,0.0621,0.1862,0.95,0.02
light bulb box,Household,light bulb box,1834.2,medium,2.0,Styrofoam (EPS),0.7701,5.8507,,0.0096,0.6161,Recycled Cardboard,0.9171,1.1005,0.92,0.82
laptop box,Electronics,laptop box,7353.8,medium,2.0,Cardboard,3.8349,6.5442,0.8835,0.7927,0.5393,Hemp Fiber,1.4708,25.0029,0.65,0.96
laptop box,Electronics,laptop box,3999.6,high,3.0,Styrofoam (EPS),1.5347,13.4166,0.0982,,0.6156,Recycled Cardboard,1.9998,2.3998,0.92,0.82
tie box,Fashion & Apparel,tie box,872.8,medium,2.0,Wood,2.2999,0.4277,0.6984,0.8073,,Recycled Cardboard,0.4364,0.5237,0.92,0.82
accessory pouch,Fashion & Apparel,accessory pouch,1079.7,,2.0,Plastic (PET),0.9138,4.0288,0.6811,0.0515,0.8237,Recycled Cardboard,0.5399,0.6478,0.92,0.82
bolt set packaging,Industrial,bolt set packaging,5666.9,high,,Cardboard,2.8455,4.8076,0.7484,0.743,0.5052,Recycled Cardboard,2.8335,3.4002,0.92,0.82
LEGO BOX,Toys & Games,LEGO box,1318.7,low,1.0,Styrofoam (EPS),0.5477,4.3961,0.0919,0.0101,,Bamboo,0.3956,4.2197,0.6,0.95
first aid kit,Pharmaceuticals,first aid kit,250.6,medium,2.0,Glass,0.4323,0.3136,0.8541,0.1007,0.9357,Bioplastic (PLA),0.2005,0.7016,0.3,0.85
vegetable clamshell,Fresh Produce,vegetable clamshell,2478.7,high,3.0,Kraft Paper,1.0076,1.7082,,0.9207,0.4458,Mycelium,0.2479,9.9147,0.4,0.99
board game box,Toys & Games,board game box,2537.1,low,1.0,Cardboard,1.2164,2.1536,0.9373,0.7552,0.5349,Recycled Plastic,4.5668,2.5371,0.9,0.1
vitamin bottle,Pharmaceuticals,vitamin bottle,283.3,medium,2.0,Glass,0.5036,0.3703,0.8407,0.0959,0.8808,Bioplastic (PLA),0.2266,0.7931,0.3,0.85
board game box - eco,Toys & Games,board game box,1858.9,low,1.0,Plastic (PET),1.5754,7.4544,0.743,0.0471,0.8653,Bamboo,0.5577,5.9486,0.6,0.95
accessory_pouch,Fashion & Apparel,accessory pouch,225.5,low,1.0,Cardboard,0.1024,0.2077,0.8259,0.6722,0.5476,Bamboo,0.0676,0.7215,0.6,0.95
LEGO box,Toys & Games,LEGO box,2.905 kg,low,1.0,Plastic (PET),2.3242,11.6584,0.7197,0.0492,0.8062,Bamboo,0.8715,9.2965,0.6,0.95
detergent bottle,Household,detergent bottle,3031.3,medium,,Styrofoam (EPS),1.1854,10.5436,0.1064,0.01,0.6256,Bioplastic (PLA),2.4251,8.4877,0.3,0.85
garden tool box,Agriculture,garden tool box,8947.2,low,1.0,Plastic (HDPE),6.9086,34.4561,0.7953,0.0526,0.8752,Kraft Paper,6.263,3.5789,0.85,0.88
syrup bottle,Pharmaceuticals,syrup bottle,71.8,high,3.0,Glass,0.1385,0.0811,0.9335,0.1073,0.8965,Glass,0.0861,0.1292,0.95,0.1
jewelry box,Fashion & Apparel,jewelry box,,low,,Plastic (PET),0.3749,1.881,0.7325,0.0563,0.7264,Bamboo,0.1526,1.6272,0.6,0.95
Bandage Box,Pharmaceuticals,bandage box,154.9,high,3.0,Glass,0.2821,0.1963,0.9737,0.0983,0.9088,Bioplastic (PLA),0.1239,0.4338,0.3,0.85
laptop box,Electronics,laptop box,3999.6,high,3.0,Styrofoam (EPS),412.97,173.41,0.0982,,0.6156,Recycled Cardboard,1.9998,2.3998,0.92,0.82
shampoo bottle,Cosmetics,shampoo bottle,55.8,medium,2.0,Aluminum,0.1347,0.4339,0.8362,0.0194,0.9676,Glass,0.067,0.1005,0.95,0.1
Plate Packaging,Household,plate packaging,3106.4,high,3.0,Plastic (HDPE),2.157,10.0337,0.7318,0.0476,0.8425,Recycled Plastic,5.5915,3.1064,0.9,0.1
shampoo bottle,Cosmetics,shampoo bottle,374.5,medium,2.0,Aluminum,,3.1216,0.8179,0.0198,0.9096,Bioplastic (PLA),0.2996,1.0487,0.3,0.85
thermometer case,Pharmaceuticals,thermometer case,189.4,high,3.0,Cardboard,0.0973,,0.8996,0.719,,Glass,0.2273,0.341,0.95,0.1
earbuds case,Electronics,earbuds case,3751.9,high,,Cardboard,1.7809,3.2817,0.8938,0.7159,0.5112,Mycelium,0.3752,15.0074,0.4,0.99
thermometer case,Pharmaceuticals,thermometer case,0.023 kg,high,3.0,Glass,0.0421,0.0287,1.0,0.0926,0.9567,Recycled Cardboard,0.0114,0.0136,0.92,0.82
earbuds case,Electronics,earbuds case,,medium,2.0,Styrofoam (EPS),3.28,,0.1002,0.01,0.5802,Hemp Fiber,1.5999,27.1988,0.65,0.96
TV box,Electronics,TV box,1452.5,medium,2.0,Styrofoam (EPS),0.5846,4.5647,0.1081,0.0102,0.5924,Hemp Fiber,0.2905,4.9385,0.65,0.96
hair spray can,Cosmetics,hair spray can,209.4,medium,2.0,Aluminum,0.4341,1.7263,0.9373,0.0194,0.9361,Recycled Plastic,0.3768,0.2094,0.9,0.1
mushroom tray,Fresh Produce,mushroom tray,1658.7,high,,Kraft Paper,0.6422,1.1519,0.9208,0.8423,0.4508,Kraft Paper,1.1611,0.6635,0.85,0.88
sunscreen tube,Cosmetics,sunscreen tube,338.4,medium,2.0,Plastic (HDPE),0.2449,,0.7457,0.0514,0.8221,Recycled Aluminum,0.2707,0.8121,0.95,0.02
watch box,Fashion & Apparel,watch box,0.318 kg,low,1.0,Plastic (PET),0.2454,1.1591,0.7938,0.05,0.8313,Recycled Cardboard,0.1591,0.1909,0.92,0.82
educational toy box,Toys & Games,educational toy box,776.9,low,1.0,Styrofoam (EPS),0.297,2.6133,,0.01,0.5657,Recycled Plastic,1.3985,0.7769,0.9,0.1
CHARGER BOX,Electronics,charger box,7171.0,high,3.0,Cardboard,3.8602,6.1898,0.902,0.6975,0.5601,Mycelium,0.7171,28.6838,0.4,0.99
jeans packaging,Fashion & Apparel,jeans packaging,1221.2,low,1.0,Wood,3.0651,0.5726,0.6749,0.8358,0.8375,Bamboo,0.3664,3.9078,0.6,0.95
fruit net bag,Fresh Produce,fruit net bag,387.0,high,3.0,kraft paper,0.1461,0.2807,0.8277,0.9015,0.4225,Bioplastic (PLA),0.3096,1.0836,0.3,0.85
Toy Car Box,Toys & Games,toy car box,1727.2,medium,2.0,Plastic (PET),1.3949,6.436,0.7362,0.0487,0.8014,Recycled Cardboard,0.8636,1.0363,0.92,0.82
industrial tape roll,Industrial,industrial tape roll,14170.7,medium,2.0,Wood,40.1535,6.696,0.6701,0.7732,0.8084,Recycled Aluminum,11.3365,34.0096,0.95,0.02
foundation bottle,Cosmetics,foundation bottle,74.4,high,3.0,Plastic (HDPE),0.0533,0.2706,0.7225,0.0506,0.771,Bamboo,0.0223,0.2382,0.6,0.95
trash_bag_roll,Household,trash bag roll,1.486 kg,medium,2.0,Glass,2.5939,1.7815,0.876,0.1041,0.9191,Bioplastic (PLA),1.1885,4.1597,0.3,0.85
vitamin bottle,Pharmaceuticals,vitamin bottle,0.188 kg,medium,2.0,Glass,0.3266,0.231,0.9387,0.1023,0.9234,Bioplastic (PLA),0.1504,0.5265,0.3,0.85
keyboard box,Electronics,keyboard box,5261.3,high,3.0,Styrofoam (EPS),2.0607,18.0139,0.0943,0.0098,0.6377,Bamboo,1.5784,16.8362,0.6,0.95
plate packaging,Household,plate packaging,2478.0,high,3.0,Glass,3.9977,3.1328,0.949,0.1056,0.8916,Recycled Plastic,4.4603,2.478,0.9,0.1
Pill Box,Pharmaceuticals,pill box,174.8,high,3.0,Plastic (HDPE),0.1243,0.5951,0.7168,0.0505,0.9054,Glass,0.2098,0.3147,0.95,0.1
pasta box,Food & Beverage,pasta box,634.8,low,,Plastic (PET),0.4847,2.397,0.745,0.0491,0.7478,Recycled Cardboard,0.3174,0.3809,0.92,0.82
seed packet,Agriculture,seed packet,4157.2,low,1.0,Kraft Paper,1.7972,3.0504,0.7975,0.8539,0.4494,Bamboo,1.2472,13.3031,0.6,0.95
TV box,Electronics,TV box,605.3,high,3.0,Plastic (PET),0.4538,2.3913,0.7306,0.0466,0.8187,Recycled Cardboard,0.3026,0.3632,0.92,0.82
egg carton,Food & Beverage,egg carton,511.0,low,1.0,Aluminum,,3.928,0.9606,0.0195,0.9277,Recycled Cardboard,0.2555,0.3066,0.92,0.82
yogurt_cup,Food & Beverage,yogurt cup,1581.7,low,1.0,Glass,2.9352,1.8022,1.0,0.1001,0.8672,Recycled Plastic,2.8471,1.5817,0.9,0.1
supplement jar,Pharmaceuticals,supplement jar,165.7,medium,2.0,Glass,0.2866,0.1944,0.9497,0.0989,,Glass,0.1989,0.2983,0.95,0.1
cookie tin,Food & Beverage,cookie tin,1347.3,,2.0,Aluminum,3.1258,10.5954,0.8948,0.0187,0.9844,Bioplastic (PLA),1.0778,3.7723,0.3,0.85
beer bottle,Food & Beverage,beer bottle,931.6,low,1.0,Glass,1.7426,1.2527,0.9491,0.0987,0.901,Recycled Cardboard,0.4658,0.5589,0.92,0.82
action figure box,Toys & Games,action figure box,,medium,2.0,Cardboard,0.6332,1.1885,0.9,0.7306,,Recycled Plastic,2.2834,1.2685,0.9,0.1
melon wrap,Fresh Produce,melon wrap,844.1,high,3.0,Cardboard,0.4131,0.758,0.8549,0.7624,0.5083,Kraft Paper,0.5909,0.3376,0.85,0.88
fertilizer bag,Agriculture,fertilizer bag,9.337 kg,low,1.0,kraft paper,4.1416,6.2544,,0.8735,0.4717,Kraft Paper,6.5359,3.7348,0.85,0.88
DEODORANT STICK,Cosmetics,deodorant stick,195.3,,2.0,Plastic (HDPE),0.1425,0.6878,0.7959,0.0508,0.8248,Bamboo,0.0586,0.6249,0.6,0.95
inhaler box,Pharmaceuticals,inhaler box,235.9,high,3.0,HDPE container,0.1673,0.829,0.7034,0.0508,0.8434,Recycled Cardboard,0.118,0.1416,0.92,0.82
camera box,Electronics,camera box,,medium,2.0,Styrofoam (EPS),0.6752,5.5112,0.0939,0.0103,0.621,Recycled Cardboard,0.7966,0.956,0.92,0.82
paint can,Industrial,paint can,18955.2,low,1.0,Cardboard,10.1056,,0.9164,0.7559,0.515,Recycled Aluminum,15.1642,45.4926,0.95,0.02
inhaler box,Pharmaceuticals,inhaler box,199.8,medium,2.0,Glass,251.42,94.11,0.9392,0.0952,0.8833,Glass,0.2398,0.3597,0.95,0.1
canned tuna - eco,Food & Beverage,canned tuna,411.0,,,Plastic (PET),0.3372,1.5462,0.7658,0.0503,0.7812,Recycled Plastic,0.7398,0.411,0.9,0.1
candle box,Household,candle box,3331.8,high,3.0,Cardboard,1.5632,2.9918,0.9412,0.6992,0.5446,Recycled Plastic,5.9973,3.3318,0.9,0.1
industrial tape roll,industrial - eco,industrial tape roll,13628.7,,1.0,Cardboard,6.5086,12.2583,0.8833,0.7246,0.5768,Recycled Cardboard,6.8144,8.1772,0.92,0.82
garden tool box,Agriculture,garden tool box,7723.6,low,1.0,Plastic (HDPE),5.7456,25.3619,0.7774,0.0513,0.8804,Bioplastic (PLA),6.1789,21.6262,0.3,0.85
PAINT CAN,Industrial,paint can,13209.8,medium,2.0,Steel (Tinplate),16.5665,47.409,0.9559,0.0197,0.9839,Recycled Cardboard,6.6049,7.9259,0.92,0.82
shoe box,Fashion & Apparel,shoe box,122.2,low,1.0,Wood,0.3199,0.0602,0.662,0.7653,0.8542,Recycled Cardboard,0.0611,0.0733,0.92,0.82
compost bag,Agriculture,compost bag,13490.1,low,1.0,Kraft Paper,5.3891,,0.8998,0.9039,0.4417,Bioplastic (PLA),10.7921,37.7722,0.3,0.85
remote control toy box,Toys & Games,remote control toy box,2398.7,low,1.0,Cardboard,1.1995,2.2174,0.9341,0.7869,0.5115,Bamboo,0.7196,7.6757,0.6,0.95
perfume bottle,Cosmetics,perfume bottle,229.1,high,3.0,Plastic (HDPE),0.1742,0.7836,0.7167,,0.8651,Bioplastic (PLA),0.1833,0.6414,0.3,0.85
fertilizer bag,Agriculture,fertilizer bag,,low,,Kraft Paper,,,0.836,0.9122,0.4575,Bamboo,1.458,15.5516,0.6,0.95
milk jug,Food & Beverage,milk jug,1443.5,medium,2.0,Glass,2.3863,1.8098,0.907,0.091,0.8876,Recycled Plastic,2.5984,1.4435,0.9,0.1
tablet packaging (imported),electronics - eco,tablet packaging,2403.4,high,3.0,Styrofoam (EPS),0.9931,7.9169,0.1055,0.0096,0.541,Mycelium,0.2403,9.6138,0.4,0.99
mouse box,ELECTRONICS,mouse box,6428.7,medium,2.0,Plastic (PET),,26.1006,0.7447,0.0526,0.7297,Recycled Cardboard,3.2143,3.8572,0.92,0.82
herb packaging,Fresh Produce,herb packaging,442.6,,3.0,Kraft Paper,0.1856,0.3204,0.7979,0.9767,,Kraft Paper,0.3098,0.177,0.85,0.88
belt packaging,Fashion & Apparel,belt packaging,0.711 kg,low,1.0,Wood,2.0645,0.3684,0.6815,0.8383,0.8455,Bamboo,0.2134,2.2763,0.6,0.95
cereal box,Food & Beverage,cereal box,0.171 kg,medium,2.0,Steel (Tinplate),0.2388,0.5011,0.9474,0.0187,0.9282,Kraft Paper,0.1194,0.0682,0.85,0.88
pesticide container,Agriculture,pesticide container,22521.4,low,1.0,Plastic (HDPE),16.2444,75.0976,0.7006,0.0519,0.8074,Bamboo,6.7564,72.0686,0.6,0.95
soda can,Food & Beverage,soda can,0.619 kg,low,,Aluminum,1.4359,5.075,1.0,0.0186,0.9393,Glass,0.7428,1.1141,0.95,0.1
vitamin bottle,Pharmaceuticals,vitamin bottle,264.8,medium,2.0,Cardboard,0.1329,0.2211,,0.7489,0.5713,Glass,0.3178,0.4767,0.95,0.1
berry punnet,Fresh Produce,berry punnet,1801.4,medium,2.0,Plastic (PET),1.5742,6.5628,0.7896,0.0506,0.7995,Mycelium,0.1801,7.2057,0.4,0.99
picture frame box,Household,picture frame box,2177.9,low,1.0,Plastic (HDPE),1.4278,8.315,0.8076,0.0497,0.8627,Glass,2.6134,3.9202,0.95,0.1
jeans packaging,Fashion & Apparel,jeans packaging,991.9,,2.0,Wood,2.5754,0.492,0.6673,0.7823,0.8124,Kraft Paper,0.6943,0.3967,0.85,0.88
WATER BOTTLE,Food & Beverage,water bottle,1883.3,low,1.0,Cardboard,0.932,1.7447,0.8836,0.7227,0.5981,Recycled Cardboard,0.9416,1.13,0.92,0.82
apple tray,Fresh Produce,apple tray,2756.5,medium,2.0,Kraft Paper,1.1107,1.8829,0.9185,0.9195,0.444,Kraft Paper,1.9295,1.1026,0.85,0.88
keyboard box,Electronics,keyboard box,5949.4,medium,2.0,Plastic (PET),4.6921,21.2944,0.7092,0.047,,Mycelium,0.5949,23.7976,0.4,0.99
salad bag,Fresh Produce,salad bag,255.2,medium,2.0,Kraft Paper,0.0997,0.1745,0.8603,0.7958,0.4112,Kraft Paper,0.1786,0.1021,0.85,0.88
frozen food box,Food & Beverage,frozen food box,1535.8,medium,2.0,Steel (Tinplate),2.3493,4.4689,0.8794,,1.0,Recycled Plastic,2.7645,1.5358,0.9,0.1
tool packaging,Industrial,tool packaging,13026.3,medium,2.0,Cardboard,6.8107,11.939,0.8447,0.806,,Recycled Aluminum,10.421,31.2631,0.95,0.02
cleaning spray,Household,cleaning spray,3786.3,,3.0,Styrofoam (EPS),1.5541,13.1061,0.0945,0.0098,0.5766,Bioplastic (PLA),3.0291,10.6017,0.3,0.85
hair spray can,Cosmetics,hair spray can,,medium,2.0,Glass,0.458,0.3118,,0.1021,0.8904,Bamboo,0.0819,0.8733,0.6,0.95
pill box,Pharmaceuticals,pill box,96.6,high,3.0,Plastic (HDPE),0.0664,0.3249,0.6973,0.05,0.8883,Glass,0.116,0.1739,0.95,0.1
herb packaging,Fresh Produce,herb packaging,585.0,medium,2.0,Plastic (PET),,2.1681,0.7046,0.0538,0.834,Mycelium,0.0585,2.34,0.4,0.99
chemical drum,Industrial,chemical drum,15708.9,medium,2.0,Wood,39.4807,8.3499,,0.8438,0.8681,Recycled Aluminum,12.5671,37.7014,0.95,0.02
shoe box,Fashion & Apparel,shoe box,1142.5,medium,2.0,Plastic (PET),0.8782,4.6781,0.7084,0.052,0.7508,Kraft Paper,0.7998,0.457,0.85,0.88
keyboard box,Electronics,keyboard box,4392.1,,3.0,Styrofoam (EPS),1.7455,15.2782,0.0957,0.0096,0.5706,Hemp Fiber,0.8784,14.9332,0.65,0.96
lubricant container,industrial,lubricant container,7451.0,,3.0,Steel (Tinplate),10.6339,19.4127,0.8758,0.0195,,Recycled Cardboard,3.7255,4.4706,0.92,0.82
mushroom tray,Fresh Produce,mushroom tray,511.3,medium,2.0,Cardboard,0.2595,0.4741,0.9081,0.7897,0.5601,Seaweed Film,0.0256,2.2499,0.45,0.98
bolt set packaging - eco,Industrial,bolt set packaging,14.497 kg,low,1.0,Wood,39.0333,7.0998,0.7799,0.7753,0.7848,Recycled Cardboard,7.2483,8.6979,0.92,0.82
fruit net bag,Fresh Produce,fruit net bag,2305.1,medium,2.0,Kraft Paper,0.9272,1.6163,0.8424,0.8974,0.4656,Mycelium,0.2305,9.2203,0.4,0.99
shoe box,fashion_&_apparel,shoe box,912.0,low,1.0,Wood,,0.4277,0.6616,,0.8683,Bamboo,0.2736,2.9185,0.6,0.95
mouse box,electronics - eco,mouse box,2620.3,,3.0,Cardboard,1.2701,2.3013,0.9016,0.7366,0.5462,Bamboo,0.7861,8.385,0.6,0.95
handbag packaging,Fashion & Apparel,handbag packaging,375.3,medium,2.0,Wood,0.9893,0.1947,0.6667,0.8127,0.8079,Kraft Paper,0.2627,0.1501,0.85,0.88
beer bottle,Food & Beverage,beer bottle,0.424 kg,low,1.0,Cardboard,0.2102,0.3838,0.9112,0.7859,0.5284,Bioplastic (PLA),0.3389,1.1862,0.3,0.85
vase packaging,Household,vase packaging,3597.1,high,3.0,Styrofoam (EPS),1.3676,13.1704,0.0972,0.01,0.5849,Glass,4.3165,6.4747,0.95,0.1
tool packaging,Industrial,tool packaging,1951.3,high,3.0,Wood,5.0672,0.9953,,0.813,0.7999,Steel (Tinplate),5.8538,2.7318,0.88,0.02
garden tool box,Agriculture,garden tool box,7698.2,low,1.0,Cardboard,3.9422,6.7443,,0.7756,0.5612,Bamboo,2.3095,24.6342,0.6,0.95
TV box,Electronics,TV box,7.292 kg,high,3.0,Plastic (PET),5.2433,28.5898,0.7267,0.0483,0.8341,Mycelium,0.7292,29.17,0.4,0.99
medicine bottle,Pharmaceuticals,medicine bottle,,medium,2.0,high density PE,0.0552,0.3104,0.7475,0.047,0.8223,Recycled Cardboard,0.043,0.0516,0.92,0.82
shoe box,Fashion & Apparel,shoe box,926.6,low,1.0,Plastic (PET),0.7775,3.5632,0.738,0.0505,0.84,Kraft Paper,0.6487,0.3707,0.85,0.88
candle box,Household,candle box,2618.8,high,3.0,Cardboard,1.3224,2.4114,0.8536,0.7526,0.5394,Glass,3.1426,4.7138,0.95,0.1
olive oil bottle,Food & Beverage,olive oil bottle,0.313 kg,low,1.0,Cardboard,0.1578,0.2622,0.8317,0.6946,0.5297,Recycled Cardboard,0.1566,0.1879,0.92,0.82
building blocks box,Toys & Games,building blocks box,2319.3,low,1.0,Plastic (PET),1.7353,8.3199,0.7618,0.0488,0.8139,Bamboo,0.6958,7.4217,0.6,0.95
nasal spray,Pharmaceuticals,nasal spray,,medium,2.0,Plastic (HDPE),0.0247,0.1341,0.7826,0.0534,0.8676,Bioplastic (PLA),0.0295,0.1034,0.3,0.85
accessory pouch,Fashion & Apparel,accessory pouch,,,1.0,Cardboard,0.0547,0.1112,0.9274,0.6686,0.5172,Recycled Cardboard,0.057,0.0684,0.92,0.82
supplement jar,Pharmaceuticals,supplement jar,118.8,high,3.0,Cardboard,0.0614,0.1155,0.8443,0.7482,0.5456,Recycled Cardboard,0.0594,0.0713,0.92,0.82
tie box,Fashion & Apparel,tie box,,low,1.0,Plastic (PET),0.5087,2.3027,0.7161,0.051,0.8276,Kraft Paper,0.4134,0.2363,0.85,0.88
Paper Towel Wrap,Household,paper towel wrap,1737.6,low,1.0,Cardboard,0.8336,1.4308,,0.7205,0.5556,Glass,2.0851,3.1277,0.95,0.1
smartwatch box,Electronics,smartwatch box,5310.3,high,3.0,Plastic (PET),4.2999,20.0957,0.7542,0.0513,0.7924,Bamboo,1.5931,16.9929,0.6,0.95
card game box,Toys & Games,card game box,0.875 kg,medium,2.0,Styrofoam (EPS),0.351,3.044,0.0946,0.0096,0.6204,Recycled Plastic,1.5746,0.8748,0.9,0.1
herb packaging,Fresh Produce,herb packaging,1518.0,medium,2.0,Cardboard,0.7079,,0.8372,0.795,0.5319,Mycelium,0.1518,6.072,0.4,0.99
salad bag,Fresh Produce,salad bag,2879.5,high,,Plastic (PET),2.2191,11.3078,0.723,0.0511,0.8582,Seaweed Film,0.144,12.6699,0.45,0.98
battery packaging,Industrial,battery packaging,6256.8,,2.0,Wood,108.68,173.18,0.6874,0.7974,0.807,Steel (Tinplate),18.7703,8.7595,0.88,0.02
PASTA BOX,Food & Beverage,pasta box,1921.7,low,1.0,Steel (Tinplate),,5.7577,0.8826,,0.9534,Recycled Plastic,3.459,1.9217,0.9,0.1
